product_id,date,stock_received,damaged_stock
866922,22-01-2024,16,4
866922,29-01-2024,11,2
866922,05-02-2024,22,4
866922,12-02-2024,28,2
866922,19-02-2024,30,1
866922,26-02-2024,17,3
866922,04-03-2024,12,0
866922,11-03-2024,6,5
866922,18-03-2024,30,2
866922,25-03-2024,26,3
866922,01-04-2024,20,5
866922,08-04-2024,13,3
866922,15-04-2024,22,2
866922,22-04-2024,13,5
866922,29-04-2024,1,4
866922,06-05-2024,1,2
866922,13-05-2024,4,2
866922,20-05-2024,27,1
866922,27-05-2024,20,4
866922,03-06-2024,2,1
866922,10-06-2024,8,1
866922,17-06-2024,10,3
866922,24-06-2024,3,3
866922,01-07-2024,11,2
866922,08-07-2024,8,0
866922,15-07-2024,7,3
866922,22-07-2024,3,1
866922,29-07-2024,7,2
866922,05-08-2024,15,2
866922,12-08-2024,12,2
866922,19-08-2024,26,3
866922,26-08-2024,28,5
866922,02-09-2024,18,2
866922,09-09-2024,9,0
866922,16-09-2024,10,3
866922,23-09-2024,7,1
866922,30-09-2024,2,3
866922,07-10-2024,14,2
866922,14-10-2024,10,4
866922,21-10-2024,27,5
866922,28-10-2024,20,1
866922,04-11-2024,28,2
866922,11-11-2024,28,5
866922,18-11-2024,12,3
866922,25-11-2024,15,1
866922,02-12-2024,14,1
866922,09-12-2024,17,5
866922,16-12-2024,21,1
866922,23-12-2024,20,4
866922,30-12-2024,2,3
866922,06-01-2025,26,5
866922,13-01-2025,29,1
866922,20-01-2025,15,5
866922,27-01-2025,13,5
866922,03-02-2025,23,4
866922,10-02-2025,2,0
866922,17-02-2025,20,5
866922,24-02-2025,28,1
866922,03-03-2025,19,4
866922,10-03-2025,18,0
866922,17-03-2025,4,0
866922,24-03-2025,26,4
866922,31-03-2025,4,1
866922,07-04-2025,29,0
866922,14-04-2025,9,5
866922,21-04-2025,26,3
866922,28-04-2025,14,1
866922,05-05-2025,18,4
866922,12-05-2025,24,5
866922,19-05-2025,1,3
866922,26-05-2025,16,2
866922,02-06-2025,20,5
866922,09-06-2025,10,5
866922,16-06-2025,24,2
866922,23-06-2025,2,2
866922,30-06-2025,5,1
866922,07-07-2025,16,4
866922,14-07-2025,20,0
866922,21-07-2025,12,4
866922,28-07-2025,7,2
866922,04-08-2025,16,3
866922,11-08-2025,30,5
866922,18-08-2025,11,0
866922,25-08-2025,0,0
866922,01-09-2025,7,3
866922,08-09-2025,12,3
866922,15-09-2025,13,0
866922,22-09-2025,13,3
866922,29-09-2025,29,4
866922,06-10-2025,13,0
866922,13-10-2025,23,3
866922,20-10-2025,23,4
866922,27-10-2025,24,4
866922,03-11-2025,1,2
866922,10-11-2025,16,3
866922,17-11-2025,24,1
866922,24-11-2025,15,1
866922,01-12-2025,19,4
866922,08-12-2025,13,4
866922,15-12-2025,6,0
866922,22-12-2025,25,1
866922,29-12-2025,25,3
729184,01-01-2024,26,2
729184,08-01-2024,25,1
729184,15-01-2024,2,5
729184,22-01-2024,5,2
729184,29-01-2024,18,0
729184,05-02-2024,7,4
729184,12-02-2024,2,3
729184,19-02-2024,22,4
729184,26-02-2024,19,2
729184,04-03-2024,12,3
729184,11-03-2024,16,2
729184,18-03-2024,16,1
729184,25-03-2024,24,4
729184,01-04-2024,14,4
729184,08-04-2024,29,3
729184,15-04-2024,12,5
729184,22-04-2024,13,2
729184,29-04-2024,22,5
729184,06-05-2024,15,0
729184,13-05-2024,30,5
729184,20-05-2024,14,1
729184,27-05-2024,9,2
729184,03-06-2024,4,1
729184,10-06-2024,3,0
729184,17-06-2024,4,5
729184,24-06-2024,9,1
729184,01-07-2024,19,4
729184,08-07-2024,4,2
729184,15-07-2024,29,1
729184,22-07-2024,27,1
729184,29-07-2024,28,5
729184,05-08-2024,29,0
729184,12-08-2024,22,2
729184,19-08-2024,11,0
729184,26-08-2024,18,2
729184,02-09-2024,20,1
729184,09-09-2024,23,2
729184,16-09-2024,27,1
729184,23-09-2024,20,4
729184,30-09-2024,4,1
729184,07-10-2024,19,3
729184,14-10-2024,28,4
729184,21-10-2024,5,1
729184,28-10-2024,8,2
729184,04-11-2024,9,4
729184,11-11-2024,8,2
729184,18-11-2024,17,2
729184,25-11-2024,15,5
729184,02-12-2024,3,5
729184,09-12-2024,27,2
729184,16-12-2024,15,1
729184,23-12-2024,4,1
729184,30-12-2024,13,4
729184,06-01-2025,15,2
729184,13-01-2025,24,1
729184,20-01-2025,14,3
729184,27-01-2025,20,5
729184,03-02-2025,17,5
729184,10-02-2025,20,3
729184,17-02-2025,14,1
729184,24-02-2025,10,2
729184,03-03-2025,10,3
729184,10-03-2025,12,2
729184,17-03-2025,11,4
729184,24-03-2025,6,0
729184,31-03-2025,27,0
729184,07-04-2025,15,0
729184,14-04-2025,25,5
729184,21-04-2025,0,4
729184,28-04-2025,16,2
729184,05-05-2025,11,1
729184,12-05-2025,2,2
729184,19-05-2025,25,1
729184,26-05-2025,21,2
729184,02-06-2025,9,3
729184,09-06-2025,22,0
729184,16-06-2025,6,4
729184,23-06-2025,16,3
729184,30-06-2025,10,5
729184,07-07-2025,27,4
729184,14-07-2025,22,4
729184,21-07-2025,10,0
729184,28-07-2025,4,0
729184,04-08-2025,2,4
729184,11-08-2025,1,2
729184,18-08-2025,25,0
729184,25-08-2025,30,3
729184,01-09-2025,12,4
729184,08-09-2025,15,1
729184,15-09-2025,5,0
729184,22-09-2025,18,4
729184,29-09-2025,27,0
729184,06-10-2025,24,5
729184,13-10-2025,7,2
729184,20-10-2025,8,4
729184,27-10-2025,26,0
729184,03-11-2025,17,5
729184,10-11-2025,25,0
729184,17-11-2025,3,0
729184,24-11-2025,8,2
729184,01-12-2025,8,1
729184,08-12-2025,25,2
729184,15-12-2025,0,1
729184,22-12-2025,23,3
729184,29-12-2025,30,5
98574,01-01-2024,1,5
98574,08-01-2024,16,3
98574,15-01-2024,18,0
98574,22-01-2024,8,1
98574,29-01-2024,21,5
98574,05-02-2024,11,5
98574,12-02-2024,1,3
98574,19-02-2024,26,0
98574,26-02-2024,20,5
98574,04-03-2024,12,4
98574,11-03-2024,0,3
98574,18-03-2024,8,3
98574,25-03-2024,19,4
98574,01-04-2024,2,4
98574,08-04-2024,22,2
98574,15-04-2024,5,5
98574,22-04-2024,23,5
98574,29-04-2024,5,5
98574,06-05-2024,5,3
98574,13-05-2024,17,5
98574,20-05-2024,18,4
98574,27-05-2024,18,0
98574,03-06-2024,0,0
98574,10-06-2024,16,5
98574,17-06-2024,27,2
98574,24-06-2024,25,2
98574,01-07-2024,22,4
98574,08-07-2024,14,2
98574,15-07-2024,25,0
98574,22-07-2024,5,2
98574,29-07-2024,5,3
98574,05-08-2024,19,5
98574,12-08-2024,20,0
98574,19-08-2024,10,2
98574,26-08-2024,11,4
98574,02-09-2024,14,1
98574,09-09-2024,1,2
98574,16-09-2024,29,0
98574,23-09-2024,20,1
98574,30-09-2024,11,2
98574,07-10-2024,17,1
98574,14-10-2024,4,0
98574,21-10-2024,3,5
98574,28-10-2024,22,3
98574,04-11-2024,26,4
98574,11-11-2024,28,5
98574,18-11-2024,6,0
98574,25-11-2024,23,5
98574,02-12-2024,29,0
98574,09-12-2024,19,3
98574,16-12-2024,28,4
98574,23-12-2024,22,0
98574,30-12-2024,25,0
98574,06-01-2025,17,3
98574,13-01-2025,22,1
98574,20-01-2025,27,5
98574,27-01-2025,7,4
98574,03-02-2025,25,5
98574,10-02-2025,9,3
98574,17-02-2025,8,5
98574,24-02-2025,6,2
98574,03-03-2025,19,2
98574,10-03-2025,22,0
98574,17-03-2025,20,0
98574,24-03-2025,16,3
98574,31-03-2025,1,2
98574,07-04-2025,17,2
98574,14-04-2025,19,3
98574,21-04-2025,26,2
98574,28-04-2025,22,0
98574,05-05-2025,16,0
98574,12-05-2025,22,3
98574,19-05-2025,22,0
98574,26-05-2025,24,1
98574,02-06-2025,2,0
98574,09-06-2025,5,2
98574,16-06-2025,12,4
98574,23-06-2025,24,2
98574,30-06-2025,30,2
98574,07-07-2025,4,3
98574,14-07-2025,26,2
98574,21-07-2025,14,3
98574,28-07-2025,9,0
98574,04-08-2025,30,1
98574,11-08-2025,16,5
98574,18-08-2025,16,1
98574,25-08-2025,30,1
98574,01-09-2025,27,3
98574,08-09-2025,3,5
98574,15-09-2025,30,0
98574,22-09-2025,3,5
98574,29-09-2025,2,4
98574,06-10-2025,28,4
98574,13-10-2025,14,0
98574,20-10-2025,16,1
98574,27-10-2025,7,0
98574,03-11-2025,10,0
98574,10-11-2025,27,4
98574,17-11-2025,20,0
98574,24-11-2025,7,5
98574,01-12-2025,27,5
98574,08-12-2025,23,4
98574,15-12-2025,28,1
98574,22-12-2025,10,4
98574,29-12-2025,3,3
521785,01-01-2024,27,1
521785,08-01-2024,10,2
521785,15-01-2024,24,5
521785,22-01-2024,8,4
521785,29-01-2024,20,5
521785,05-02-2024,18,2
521785,12-02-2024,17,4
521785,19-02-2024,13,4
521785,26-02-2024,18,4
521785,04-03-2024,17,4
521785,11-03-2024,18,4
521785,18-03-2024,26,0
521785,25-03-2024,25,0
521785,01-04-2024,30,5
521785,08-04-2024,20,3
521785,15-04-2024,9,2
521785,22-04-2024,17,4
521785,29-04-2024,12,5
521785,06-05-2024,0,4
521785,13-05-2024,15,4
521785,20-05-2024,17,4
521785,27-05-2024,19,0
521785,03-06-2024,30,3
521785,10-06-2024,28,3
521785,17-06-2024,29,0
521785,24-06-2024,16,0
521785,01-07-2024,7,2
521785,08-07-2024,17,5
521785,15-07-2024,11,1
521785,22-07-2024,11,3
521785,29-07-2024,13,2
521785,05-08-2024,16,3
521785,12-08-2024,13,3
521785,19-08-2024,4,4
521785,26-08-2024,21,2
521785,02-09-2024,6,1
521785,09-09-2024,30,2
521785,16-09-2024,10,4
521785,23-09-2024,10,2
521785,30-09-2024,0,2
521785,07-10-2024,28,1
521785,14-10-2024,0,3
521785,21-10-2024,18,2
521785,28-10-2024,28,5
521785,04-11-2024,16,3
521785,11-11-2024,2,0
521785,18-11-2024,3,2
521785,25-11-2024,12,0
521785,02-12-2024,1,0
521785,09-12-2024,25,4
521785,16-12-2024,4,3
521785,23-12-2024,28,3
521785,30-12-2024,14,2
521785,06-01-2025,25,5
521785,13-01-2025,11,2
521785,20-01-2025,15,5
521785,27-01-2025,10,4
521785,03-02-2025,1,0
521785,10-02-2025,10,3
521785,17-02-2025,23,1
521785,24-02-2025,19,4
521785,03-03-2025,12,5
521785,10-03-2025,29,4
521785,17-03-2025,17,2
521785,24-03-2025,28,4
521785,31-03-2025,12,4
521785,07-04-2025,27,3
521785,14-04-2025,6,2
521785,21-04-2025,13,4
521785,28-04-2025,7,3
521785,05-05-2025,26,3
521785,12-05-2025,7,5
521785,19-05-2025,7,0
521785,26-05-2025,13,5
521785,02-06-2025,10,1
521785,09-06-2025,28,5
521785,16-06-2025,21,1
521785,23-06-2025,2,3
521785,30-06-2025,14,4
521785,07-07-2025,26,3
521785,14-07-2025,26,1
521785,21-07-2025,19,3
521785,28-07-2025,30,0
521785,04-08-2025,25,3
521785,11-08-2025,8,0
521785,18-08-2025,3,5
521785,25-08-2025,17,1
521785,01-09-2025,1,4
521785,08-09-2025,4,1
521785,15-09-2025,22,4
521785,22-09-2025,4,4
521785,29-09-2025,19,3
521785,06-10-2025,6,4
521785,13-10-2025,8,4
521785,20-10-2025,25,0
521785,27-10-2025,18,2
521785,03-11-2025,16,3
521785,10-11-2025,14,5
521785,17-11-2025,30,0
521785,24-11-2025,27,0
521785,01-12-2025,9,5
521785,08-12-2025,7,0
521785,15-12-2025,23,5
521785,22-12-2025,15,4
521785,29-12-2025,24,4
75388,01-01-2024,10,2
75388,08-01-2024,15,5
75388,15-01-2024,1,1
75388,22-01-2024,13,3
75388,29-01-2024,25,1
75388,05-02-2024,19,1
75388,12-02-2024,21,2
75388,19-02-2024,11,0
75388,26-02-2024,27,4
75388,04-03-2024,29,5
75388,11-03-2024,9,5
75388,18-03-2024,9,2
75388,25-03-2024,20,4
75388,01-04-2024,10,1
75388,08-04-2024,19,1
75388,15-04-2024,30,0
75388,22-04-2024,20,4
75388,29-04-2024,8,1
75388,06-05-2024,20,5
75388,13-05-2024,14,3
75388,20-05-2024,1,5
75388,27-05-2024,1,1
75388,03-06-2024,13,0
75388,10-06-2024,24,5
75388,17-06-2024,30,2
75388,24-06-2024,14,5
75388,01-07-2024,8,2
75388,08-07-2024,28,4
75388,15-07-2024,4,1
75388,22-07-2024,28,5
75388,29-07-2024,17,4
75388,05-08-2024,18,5
75388,12-08-2024,24,1
75388,19-08-2024,24,3
75388,26-08-2024,16,0
75388,02-09-2024,27,4
75388,09-09-2024,6,1
75388,16-09-2024,14,2
75388,23-09-2024,0,2
75388,30-09-2024,1,2
75388,07-10-2024,10,3
75388,14-10-2024,16,5
75388,21-10-2024,6,5
75388,28-10-2024,5,4
75388,04-11-2024,27,1
75388,11-11-2024,23,4
75388,18-11-2024,10,3
75388,25-11-2024,16,3
75388,02-12-2024,17,5
75388,09-12-2024,24,4
75388,16-12-2024,16,1
75388,23-12-2024,4,2
75388,30-12-2024,21,4
75388,06-01-2025,15,5
75388,13-01-2025,17,2
75388,20-01-2025,12,4
75388,27-01-2025,13,2
75388,03-02-2025,23,4
75388,10-02-2025,20,1
75388,17-02-2025,4,4
75388,24-02-2025,9,0
75388,03-03-2025,3,0
75388,10-03-2025,15,1
75388,17-03-2025,2,2
75388,24-03-2025,13,5
75388,31-03-2025,22,1
75388,07-04-2025,14,2
75388,14-04-2025,7,2
75388,21-04-2025,2,4
75388,28-04-2025,29,4
75388,05-05-2025,8,4
75388,12-05-2025,26,1
75388,19-05-2025,28,2
75388,26-05-2025,1,1
75388,02-06-2025,3,0
75388,09-06-2025,6,2
75388,16-06-2025,30,0
75388,23-06-2025,30,0
75388,30-06-2025,6,1
75388,07-07-2025,7,5
75388,14-07-2025,4,0
75388,21-07-2025,28,3
75388,28-07-2025,1,0
75388,04-08-2025,12,0
75388,11-08-2025,29,4
75388,18-08-2025,11,3
75388,25-08-2025,21,2
75388,01-09-2025,25,5
75388,08-09-2025,26,3
75388,15-09-2025,28,0
75388,22-09-2025,4,2
75388,29-09-2025,21,5
75388,06-10-2025,24,2
75388,13-10-2025,25,0
75388,20-10-2025,18,5
75388,27-10-2025,12,3
75388,03-11-2025,3,3
75388,10-11-2025,28,0
75388,17-11-2025,27,5
75388,24-11-2025,8,1
75388,01-12-2025,3,5
75388,08-12-2025,24,5
75388,15-12-2025,8,2
75388,22-12-2025,24,2
75388,29-12-2025,17,4
304836,01-01-2024,20,1
304836,08-01-2024,23,5
304836,15-01-2024,16,1
304836,22-01-2024,13,0
304836,29-01-2024,5,2
304836,05-02-2024,1,3
304836,12-02-2024,18,1
304836,19-02-2024,10,1
304836,26-02-2024,24,3
304836,04-03-2024,4,1
304836,11-03-2024,11,0
304836,18-03-2024,0,1
304836,25-03-2024,13,3
304836,01-04-2024,0,2
304836,08-04-2024,23,0
304836,15-04-2024,14,0
304836,22-04-2024,11,4
304836,29-04-2024,27,4
304836,06-05-2024,2,1
304836,13-05-2024,6,3
304836,20-05-2024,12,0
304836,27-05-2024,27,5
304836,03-06-2024,9,2
304836,10-06-2024,6,4
304836,17-06-2024,28,3
304836,24-06-2024,22,1
304836,01-07-2024,15,4
304836,08-07-2024,14,0
304836,15-07-2024,5,1
304836,22-07-2024,25,2
304836,29-07-2024,30,4
304836,05-08-2024,26,0
304836,12-08-2024,2,2
304836,19-08-2024,28,1
304836,26-08-2024,24,0
304836,02-09-2024,1,2
304836,09-09-2024,4,0
304836,16-09-2024,26,1
304836,23-09-2024,8,4
304836,30-09-2024,5,1
304836,07-10-2024,21,3
304836,14-10-2024,16,5
304836,21-10-2024,25,4
304836,28-10-2024,2,0
304836,04-11-2024,19,1
304836,11-11-2024,10,0
304836,18-11-2024,5,1
304836,25-11-2024,30,4
304836,02-12-2024,20,5
304836,09-12-2024,0,3
304836,16-12-2024,3,3
304836,23-12-2024,25,3
